"TCG region",Expansion,"Card number","Card number sorting order","Card name",Rarity,"Card variant","Card language","Card condition",Note,Quantity
International,"Prismatic Evolutions",069/131,69,Duraludon,Common,Normal,English,Unspecified,,1
International,"Prismatic Evolutions",070/131,70,Archaludon,Rare,"Normal Holo",English,Unspecified,,1
International,"Prismatic Evolutions",071/131,71,Dreepy,Common,Normal,English,Unspecified,,6
International,"Prismatic Evolutions",071/131,71,Dreepy,Common,"Reverse Holo",English,Unspecified,,1
International,"Prismatic Evolutions",072/131,72,Drakloak,Common,Normal,English,Unspecified,,1
International,"Prismatic Evolutions",074/131,74,Eevee,Common,Normal,English,Unspecified,,6
International,"Prismatic Evolutions",076/131,76,"Snorlax ex","Double Rare","Normal Holo",English,Unspecified,,1
International,"Prismatic Evolutions",077/131,77,Hoothoot,Common,Normal,English,Unspecified,,3
International,"Prismatic Evolutions",077/131,77,Hoothoot,Common,"Reverse Holo",English,Unspecified,,1
International,"Prismatic Evolutions",078/131,78,Noctowl,Rare,"Normal Holo",English,Unspecified,,1
International,"Prismatic Evolutions",078/131,78,Noctowl,Rare,"Reverse Holo",English,Unspecified,,1
International,"Prismatic Evolutions",079/131,79,Dunsparce,Common,Normal,English,Unspecified,,4
International,"Prismatic Evolutions",079/131,79,Dunsparce,Common,"Reverse Holo",English,Unspecified,,1
International,"Prismatic Evolutions",080/131,80,Dudunsparce,Rare,"Normal Holo",English,Unspecified,,1
International,"Prismatic Evolutions",081/131,81,Miltank,Common,Normal,English,Unspecified,,2
International,"Prismatic Evolutions",081/131,81,Miltank,Common,"Reverse Holo",English,Unspecified,,1
International,"Prismatic Evolutions",081/131,81,Miltank,Common,"Poké Ball Holo",English,Unspecified,,1
International,"Prismatic Evolutions",082/131,82,"Lugia ex","Double Rare","Normal Holo",English,Unspecified,,1
International,"Prismatic Evolutions",083/131,83,Buneary,Common,Normal,English,Unspecified,,3
International,"Prismatic Evolutions",083/131,83,Buneary,Common,"Reverse Holo",English,Unspecified,,1
International,"Prismatic Evolutions",084/131,84,Lopunny,Common,Normal,English,Unspecified,,3
International,"Prismatic Evolutions",085/131,85,"Fan Rotom",Common,Normal,English,Unspecified,,1
International,"Prismatic Evolutions",086/131,86,Regigigas,Uncommon,Normal,English,Unspecified,,3
International,"Prismatic Evolutions",086/131,86,Regigigas,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Prismatic Evolutions",087/131,87,Shaymin,Uncommon,Normal,English,Unspecified,,4
International,"Prismatic Evolutions",088/131,88,Furfrou,Common,Normal,English,Unspecified,,1
International,"Prismatic Evolutions",089/131,89,Hawlucha,Uncommon,Normal,English,Unspecified,,1
International,"Prismatic Evolutions",090/131,90,Noibat,Common,Normal,English,Unspecified,,2
International,"Prismatic Evolutions",090/131,90,Noibat,Common,"Reverse Holo",English,Unspecified,,3
International,"Prismatic Evolutions",093/131,93,Amarys,Common,Normal,English,Unspecified,,1
International,"Prismatic Evolutions",094/131,94,"Area Zero Underdepths",Uncommon,Normal,English,Unspecified,,6
International,"Prismatic Evolutions",094/131,94,"Area Zero Underdepths",Uncommon,"Poké Ball Holo",English,Unspecified,,1
International,"Prismatic Evolutions",095/131,95,"Binding Mochi",Uncommon,Normal,English,Unspecified,,4
International,"Prismatic Evolutions",095/131,95,"Binding Mochi",Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Prismatic Evolutions",096/131,96,"Black Belt's Training",Common,Normal,English,Unspecified,,2
International,"Prismatic Evolutions",097/131,97,"Black Belt's Training",Common,Normal,English,Unspecified,,2
International,"Prismatic Evolutions",098/131,98,"Black Belt's Training",Common,Normal,English,Unspecified,,2
International,"Prismatic Evolutions",099/131,99,"Black Belt's Training",Common,Normal,English,Unspecified,,3
International,"Prismatic Evolutions",100/131,100,Briar,Uncommon,Normal,English,Unspecified,,5
International,"Prismatic Evolutions",101/131,101,"Buddy-Buddy Poffin",Uncommon,Normal,English,Unspecified,,1
International,"Prismatic Evolutions",102/131,102,"Bug Catching Set",Uncommon,Normal,English,Unspecified,,4
International,"Prismatic Evolutions",102/131,102,"Bug Catching Set",Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Prismatic Evolutions",103/131,103,Carmine,Uncommon,Normal,English,Unspecified,,1
International,"Prismatic Evolutions",103/131,103,Carmine,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Prismatic Evolutions",103/131,103,Carmine,Uncommon,"Poké Ball Holo",English,Unspecified,,1
International,"Prismatic Evolutions",104/131,104,"Ciphermaniac's Codebreaking",Uncommon,Normal,English,Unspecified,,3
International,"Prismatic Evolutions",104/131,104,"Ciphermaniac's Codebreaking",Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Prismatic Evolutions",105/131,105,Crispin,Uncommon,Normal,English,Unspecified,,2
International,"Prismatic Evolutions",106/131,106,"Earthen Vessel",Uncommon,Normal,English,Unspecified,,1
International,"Prismatic Evolutions",107/131,107,"Explorer's Guidance",Uncommon,Normal,English,Unspecified,,1
International,"Prismatic Evolutions",108/131,108,"Festival Grounds",Uncommon,Normal,English,Unspecified,,3
International,"Prismatic Evolutions",108/131,108,"Festival Grounds",Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Prismatic Evolutions",108/131,108,"Festival Grounds",Uncommon,"Poké Ball Holo",English,Unspecified,,1
International,"Prismatic Evolutions",109/131,109,"Friends in Paldea",Common,Normal,English,Unspecified,,2
International,"Prismatic Evolutions",110/131,110,"Glass Trumpet",Uncommon,Normal,English,Unspecified,,1
International,"Prismatic Evolutions",111/131,111,"Haban Berry",Common,Normal,English,Unspecified,,1
International,"Prismatic Evolutions",111/131,111,"Haban Berry",Common,"Reverse Holo",English,Unspecified,,1
International,"Prismatic Evolutions",112/131,112,"Janine's Secret Art",Uncommon,Normal,English,Unspecified,,1
International,"Prismatic Evolutions",112/131,112,"Janine's Secret Art",Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Prismatic Evolutions",113/131,113,Kieran,Uncommon,Normal,English,Unspecified,,2
International,"Prismatic Evolutions",115/131,115,"Larry's Skill",Common,Normal,English,Unspecified,,3
International,"Prismatic Evolutions",115/131,115,"Larry's Skill",Common,"Reverse Holo",English,Unspecified,,1
International,"Prismatic Evolutions",117/131,117,"Maximum Belt","ACE SPEC Rare","Normal Holo",English,Unspecified,,1
International,"Prismatic Evolutions",118/131,118,"Ogre's Mask",Uncommon,Normal,English,Unspecified,,4
International,"Prismatic Evolutions",118/131,118,"Ogre's Mask",Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Prismatic Evolutions",118/131,118,"Ogre's Mask",Uncommon,"Poké Ball Holo",English,Unspecified,,1
International,"Prismatic Evolutions",120/131,120,"Professor Sada's Vitality",Uncommon,Normal,English,Unspecified,,1
International,"Prismatic Evolutions",121/131,121,"Professor Turo's Scenario",Uncommon,Normal,English,Unspecified,,4
International,"Prismatic Evolutions",121/131,121,"Professor Turo's Scenario",Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Prismatic Evolutions",122/131,122,"Professor's Research",Common,Normal,English,Unspecified,,3
International,"Prismatic Evolutions",123/131,123,"Professor's Research",Common,Normal,English,Unspecified,,2
International,"Prismatic Evolutions",123/131,123,"Professor's Research",Common,"Reverse Holo",English,Unspecified,,1
International,"Prismatic Evolutions",124/131,124,"Professor's Research",Common,Normal,English,Unspecified,,1
International,"Prismatic Evolutions",125/131,125,"Professor's Research",Common,Normal,English,Unspecified,,1
International,"Prismatic Evolutions",126/131,126,"Rescue Board",Uncommon,Normal,English,Unspecified,,5
International,"Prismatic Evolutions",127/131,127,Roto-Stick,Common,Normal,English,Unspecified,,1
International,"Prismatic Evolutions",128/131,128,"Scoop Up Cyclone","ACE SPEC Rare","Normal Holo",English,Unspecified,,1
International,"Prismatic Evolutions",130/131,130,"Techno Radar",Uncommon,Normal,English,Unspecified,,2
International,"Prismatic Evolutions",133/131,133,Atticus,"Ultra Rare","Normal Holo",English,Unspecified,,1
International,"Prismatic Evolutions",139/131,139,"Larry's Skill","Ultra Rare","Normal Holo",English,Unspecified,,1
International,"Prismatic Evolutions",143/131,143,Tyme,"Ultra Rare","Normal Holo",English,Unspecified,,1
International,"Prismatic Evolutions",160/131,160,"Cornerstone Mask Ogerpon ex","Special Illustration Rare","Normal Holo",English,Unspecified,,1
International,"Surging Sparks",001/191,1,Exeggcute,Common,Normal,English,Unspecified,,1
International,"Surging Sparks",002/191,2,Exeggcute,Common,Normal,English,Unspecified,,2
International,"Surging Sparks",003/191,3,Exeggutor,Uncommon,Normal,English,Unspecified,,2
International,"Surging Sparks",004/191,4,"Durant ex","Double Rare","Normal Holo",English,Unspecified,,1
International,"Surging Sparks",005/191,5,Scatterbug,Common,Normal,English,Unspecified,,4
International,"Surging Sparks",005/191,5,Scatterbug,Common,"Reverse Holo",English,Unspecified,,1
International,"Surging Sparks",006/191,6,Spewpa,Common,Normal,English,Unspecified,,1
International,"Surging Sparks",006/191,6,Spewpa,Common,"Reverse Holo",English,Unspecified,,2
International,"Surging Sparks",007/191,7,Vivillon,Uncommon,Normal,English,Unspecified,,5
International,"Surging Sparks",008/191,8,Morelull,Common,Normal,English,Unspecified,,1
International,"Surging Sparks",009/191,9,Shiinotic,Uncommon,Normal,English,Unspecified,,2
International,"Surging Sparks",010/191,10,Dhelmise,Common,Normal,English,Unspecified,,1
International,"Surging Sparks",011/191,11,Zarude,Rare,"Normal Holo",English,Unspecified,,1
International,"Surging Sparks",012/191,12,Capsakid,Common,Normal,English,Unspecified,,2
International,"Surging Sparks",012/191,12,Capsakid,Common,"Reverse Holo",English,Unspecified,,1
International,"Surging Sparks",013/191,13,Rellor,Common,Normal,English,Unspecified,,7
International,"Surging Sparks",013/191,13,Rellor,Common,"Reverse Holo",English,Unspecified,,2
International,"Surging Sparks",014/191,14,Rabsca,Rare,"Normal Holo",English,Unspecified,,3
International,"Surging Sparks",015/191,15,Wo-Chien,Uncommon,Normal,English,Unspecified,,3
International,"Surging Sparks",016/191,16,Vulpix,Common,Normal,English,Unspecified,,2
International,"Surging Sparks",016/191,16,Vulpix,Common,"Reverse Holo",English,Unspecified,,1
International,"Surging Sparks",017/191,17,Ninetales,Uncommon,Normal,English,Unspecified,,2
International,"Surging Sparks",018/191,18,"Paldean Tauros",Uncommon,Normal,English,Unspecified,,1
International,"Surging Sparks",019/191,19,Ho-Oh,Uncommon,"Reverse Holo",English,Unspecified,,2
International,"Surging Sparks",020/191,20,"Castform Sunny Form",Common,Normal,English,Unspecified,,2
International,"Surging Sparks",020/191,20,"Castform Sunny Form",Common,"Reverse Holo",English,Unspecified,,2
International,"Surging Sparks",021/191,21,Victini,Uncommon,Normal,English,Unspecified,,3
International,"Surging Sparks",021/191,21,Victini,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Surging Sparks",022/191,22,Pansear,Common,Normal,English,Unspecified,,3
International,"Surging Sparks",023/191,23,Simisear,Common,Normal,English,Unspecified,,1
International,"Surging Sparks",023/191,23,Simisear,Common,"Reverse Holo",English,Unspecified,,1
International,"Surging Sparks",024/191,24,Larvesta,Common,Normal,English,Unspecified,,3
International,"Surging Sparks",024/191,24,Larvesta,Common,"Reverse Holo",English,Unspecified,,2
International,"Surging Sparks",025/191,25,Volcarona,Common,Normal,English,Unspecified,,2
International,"Surging Sparks",025/191,25,Volcarona,Common,"Reverse Holo",English,Unspecified,,1
International,"Surging Sparks",026/191,26,Oricorio,Common,Normal,English,Unspecified,,3
International,"Surging Sparks",027/191,27,Sizzlipede,Common,Normal,English,Unspecified,,4
International,"Surging Sparks",029/191,29,Fuecoco,Common,Normal,English,Unspecified,,8
International,"Surging Sparks",031/191,31,Skeledirge,Rare,"Normal Holo",English,Unspecified,,5
International,"Surging Sparks",032/191,32,Charcadet,Common,"Reverse Holo",English,Unspecified,,1
International,"Surging Sparks",033/191,33,Charcadet,Common,Normal,English,Unspecified,,4
International,"Surging Sparks",034/191,34,Armarouge,Uncommon,Normal,English,Unspecified,,1
International,"Surging Sparks",034/191,34,Armarouge,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Surging Sparks",035/191,35,Ceruledge,Uncommon,Normal,English,Unspecified,,3
International,"Surging Sparks",037/191,37,"Scovillain ex","Double Rare","Normal Holo",English,Unspecified,,2
International,"Surging Sparks",038/191,38,"Gouging Fire",Rare,"Normal Holo",English,Unspecified,,1
International,"Surging Sparks",039/191,39,"Paldean Tauros",Uncommon,Normal,English,Unspecified,,2
International,"Surging Sparks",039/191,39,"Paldean Tauros",Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Surging Sparks",040/191,40,Mantine,Common,Normal,English,Unspecified,,6
International,"Surging Sparks",040/191,40,Mantine,Common,"Reverse Holo",English,Unspecified,,2
International,"Surging Sparks",042/191,42,"Milotic ex","Double Rare","Normal Holo",English,Unspecified,,1
International,"Surging Sparks",043/191,43,Spheal,Common,Normal,English,Unspecified,,5
International,"Surging Sparks",044/191,44,Sealeo,Common,Normal,English,Unspecified,,5
International,"Surging Sparks",044/191,44,Sealeo,Common,"Reverse Holo",English,Unspecified,,1
International,"Surging Sparks",045/191,45,Walrein,Uncommon,Normal,English,Unspecified,,3
International,"Surging Sparks",046/191,46,Shellos,Common,Normal,English,Unspecified,,4
International,"Surging Sparks",047/191,47,Cryogonal,Common,"Reverse Holo",English,Unspecified,,2
International,"Surging Sparks",048/191,48,"Black Kyurem ex","Double Rare","Normal Holo",English,Unspecified,,1
International,"Surging Sparks",049/191,49,Bruxish,Uncommon,Normal,English,Unspecified,,2
International,"Surging Sparks",050/191,50,Quaxly,Common,Normal,English,Unspecified,,2
International,"Surging Sparks",050/191,50,Quaxly,Common,"Reverse Holo",English,Unspecified,,1
International,"Surging Sparks",051/191,51,Quaxwell,Common,"Reverse Holo",English,Unspecified,,2
International,"Surging Sparks",052/191,52,Quaquaval,Uncommon,Normal,English,Unspecified,,2
International,"Surging Sparks",053/191,53,Cetoddle,Common,Normal,English,Unspecified,,3
International,"Surging Sparks",054/191,54,Cetitan,Common,Normal,English,Unspecified,,2
